logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
63406,2025-06-25 04:33:18.973196,49.576,8,1709.321486,49.576,1,0xcaf0036a,0,0,8,1828,10019,3,1,1,0,0x24fb2e2d,-117.95588670000001
63944,2025-06-25 04:33:19.023868,50.672000000000004,8,1709.372158,50.672,1,0xcaf0036a,0,0,8,1828,10019,0,2,1,0,0x49fdf346,34.1379654
64441,2025-06-25 04:33:19.073206,49.338,8,1709.421496,49.338,1,0xcaf0036a,0,0,8,1828,10019,1,17,1,0,0x1c00030,29360176
64963,2025-06-25 04:33:19.124138,50.931999999999995,8,1709.472428,50.932,1,0xcaf0036a,0,0,8,1828,10019,2,24,1,0,0xc00020,12582944
65459,2025-06-25 04:33:19.173225,49.086999999999996,8,1709.521515,49.087,1,0xcaf0036a,0,0,8,2022,10213,3,1,1,0,0x24fb3af5,-117.95555949999999
66201,2025-06-25 04:33:19.243751,70.52600000000001,8,1709.592041,70.526,1,0xcaf0036a,0,0,8,2022,10213,0,2,1,0,0x49fe368a,34.1396874
66670,2025-06-25 04:33:19.293234,49.483,8,1709.641524,49.483,1,0xcaf0036a,0,0,8,2035,10226,1,1,1,1,0x24fb3af5,-117.95555949999999
67423,2025-06-25 04:33:19.363569,70.335,8,1709.711859,70.335,1,0xcaf0036a,0,0,8,2035,10226,2,2,1,1,0x49fe3b26,34.1398054
67924,2025-06-25 04:33:19.413268,49.699,8,1709.761558,49.699,1,0xcaf0036a,0,0,8,2022,10213,3,25,1,0,0xf2c1ed80,-117.95555912653668
68651,2025-06-25 04:33:19.483575,70.30699999999999,8,1709.831865,70.307,1,0xcaf0036a,0,0,8,2022,10213,0,26,1,0,0x85846f00,34.139693523590594
69122,2025-06-25 04:33:19.533242,49.667,8,1709.881532,49.667,1,0xcaf0036a,0,0,8,2035,10226,1,25,1,0,0xb2c1ed80,-117.95555912653668
69856,2025-06-25 04:33:19.603547,70.305,8,1709.951837,70.305,1,0xcaf0036a,0,0,8,2035,10226,2,26,1,0,0xe5846f50,34.139800811970375
70321,2025-06-25 04:33:19.653244,49.696999999999996,8,1710.001534,49.697,1,0xcaf0036a,0,0,8,2046,10237,3,1,1,1,0x24fb368f,-117.9556721
71059,2025-06-25 04:33:19.723800,70.556,8,1710.07209,70.556,1,0xcaf0036a,0,0,8,2046,10237,0,2,1,1,0x49fe3b26,34.1398054
71540,2025-06-25 04:33:19.773387,49.586999999999996,8,1710.121677,49.587,1,0xcaf0036a,0,0,8,2046,10237,1,25,1,0,0xb2c1ed20,-117.95568787259242
72483,2025-06-25 04:33:19.863256,89.869,8,1710.211636,89.959,1,0xcaf0036a,0,0,8,2046,10237,2,26,1,0,0xe5846f50,34.139800811970375
73055,2025-06-25 04:33:19.918018,54.762,8,1710.266399,54.763,1,0xcaf0036a,0,0,8,2046,10237,3,17,1,0,0xc00020,12582944
73539,2025-06-25 04:33:19.963708,45.690000000000005,8,1710.312089,45.69,1,0xcaf0036a,0,0,8,2094,10285,0,1,1,1,0x24fb2205,-117.9561979
74033,2025-06-25 04:33:20.013192,49.484,8,1710.361573,49.484,1,0xcaf0036a,0,0,8,2094,10285,1,2,1,1,0x49fe3b26,34.1398054
74767,2025-06-25 04:33:20.083497,70.305,8,1710.431878,70.305,1,0xcaf0036a,0,0,8,2046,10237,2,24,1,0,0x1c00030,29360176
75256,2025-06-25 04:33:20.133178,49.681000000000004,8,1710.481559,49.681,1,0xcaf0036a,0,0,8,2094,10285,3,25,1,0,0xb2c1eba0,-117.95620285681537
75983,2025-06-25 04:33:20.203529,70.351,8,1710.55191,70.351,1,0xcaf0036a,0,0,8,2094,10285,0,26,1,0,0xe5846f50,34.139800811970375
76455,2025-06-25 04:33:20.253196,49.667,8,1710.601577,49.667,1,0xcaf0036a,0,0,8,2094,10285,1,24,1,0,0xc00020,12582944
77227,2025-06-25 04:33:20.325588,72.392,8,1710.673969,72.392,1,0xcaf0036a,0,0,8,3385,11576,2,1,0,1,0x24f8ff85,-117.9701883
77665,2025-06-25 04:33:20.373174,47.586000000000006,8,1710.721555,47.586,1,0xcaf0036a,0,0,8,3385,11576,3,1,1,1,0x24f8ff85,-117.9701883
78394,2025-06-25 04:33:20.443946,70.772,8,1710.792327,70.772,1,0xcaf0036a,0,0,8,3385,11576,0,2,0,1,0x49fe3802,34.139725
78871,2025-06-25 04:33:20.493237,49.291000000000004,8,1710.841619,49.292,1,0xcaf0036a,0,0,8,3385,11576,1,2,1,1,0x49fe3802,34.139725
79626,2025-06-25 04:33:20.563235,69.998,8,1710.911616,69.997,1,0xcaf0036a,0,0,8,3385,11576,2,25,0,0,0xb2c1c2e0,-117.97019326153872
80130,2025-06-25 04:33:20.613198,49.963,8,1710.961579,49.963,1,0xcaf0036a,0,0,8,3385,11576,3,25,1,0,0xb2c1c2e0,-117.97019326153872
81052,2025-06-25 04:33:20.703271,90.073,8,1711.051653,90.074,1,0xcaf0036a,0,0,8,3385,11576,0,26,0,0,0xe5846f10,34.13971498126655
81556,2025-06-25 04:33:20.753184,49.913,8,1711.101565,49.912,1,0xcaf0036a,0,0,8,3385,11576,1,26,1,0,0xe5846f10,34.13971498126655
82105,2025-06-25 04:33:20.803824,50.64,8,1711.152205,50.64,1,0xcaf0036a,0,0,8,3385,11576,2,24,0,0,0xc00020,12582944
82579,2025-06-25 04:33:20.853443,49.61900000000001,8,1711.201854,49.649,1,0xcaf0036a,0,0,8,3385,11576,3,24,1,0,0xc00020,12582944
83124,2025-06-25 04:33:20.903538,50.095,8,1711.251949,50.095,1,0xcaf0036a,0,0,8,3405,11596,0,1,0,1,0x24f8f6ee,-117.97040820000001
83617,2025-06-25 04:33:20.953839,50.301,8,1711.30225,50.301,1,0xcaf0036a,0,0,8,3405,11596,1,1,1,1,0x24f8f6ee,-117.97040820000001
84347,2025-06-25 04:33:21.023481,69.642,8,1711.371892,69.642,1,0xcaf0036a,0,0,8,3405,11596,2,2,0,1,0x49fe3802,34.139725
84849,2025-06-25 04:33:21.073196,49.715,8,1711.421607,49.715,1,0xcaf0036a,0,0,8,3405,11596,3,2,1,1,0x49fe3802,34.139725
85589,2025-06-25 04:33:21.143516,70.32,8,1711.491927,70.32,1,0xcaf0036a,0,0,8,3405,11596,0,17,0,0,0x1c00030,29360176
86086,2025-06-25 04:33:21.193218,49.702000000000005,8,1711.541629,49.702,1,0xcaf0036a,0,0,8,3405,11596,1,17,1,0,0x1c00030,29360176
86629,2025-06-25 04:33:21.243735,50.516999999999996,8,1711.592146,50.517,1,0xcaf0036a,0,0,8,3405,11596,2,24,0,0,0xc00020,12582944
87142,2025-06-25 04:33:21.293546,49.811,8,1711.641957,49.811,1,0xcaf0036a,0,0,8,3405,11596,3,24,1,0,0xc00020,12582944
88071,2025-06-25 04:33:21.383235,89.68900000000001,8,1711.731646,89.689,1,0xcaf0036a,0,0,8,2140,10331,0,1,1,1,0x24fb0e53,-117.9567021
88604,2025-06-25 04:33:21.433192,49.957,8,1711.781604,49.958,1,0xcaf0036a,0,0,8,2140,10331,1,2,1,1,0x49fe3b5c,34.13981079999999
89079,2025-06-25 04:33:21.483514,50.321999999999996,8,1711.831925,50.321,1,0xcaf0036a,0,0,8,2147,10338,2,1,1,1,0x24fb0b64,-117.9567772
89711,2025-06-25 04:33:21.543491,59.977000000000004,8,1711.891902,59.977,1,0xcaf0036a,0,0,8,2147,10338,3,2,1,1,0x49fe3b5c,34.13981079999999
90528,2025-06-25 04:33:21.623783,80.292,8,1711.972194,80.292,1,0xcaf0036a,0,0,8,2140,10331,0,24,1,0,0xc00020,12582944
91056,2025-06-25 04:33:21.673210,49.427,8,1712.021621,49.427,1,0xcaf0036a,0,0,8,2147,10338,1,17,1,0,0x1c00030,29360176
91549,2025-06-25 04:33:21.724049,50.839000000000006,8,1712.07246,50.839,1,0xcaf0036a,0,0,8,2147,10338,2,24,1,0,0xc00020,12582944
92074,2025-06-25 04:33:21.773212,49.163,8,1712.121623,49.163,1,0xcaf0036a,0,0,8,2192,10383,3,1,1,1,0x24faf852,-117.95726540000001
92802,2025-06-25 04:33:21.843534,70.322,8,1712.191945,70.322,1,0xcaf0036a,0,0,8,2192,10383,0,2,1,1,0x49fe3b26,34.1398054
93322,2025-06-25 04:33:21.893187,49.653000000000006,8,1712.241631,49.686,1,0xcaf0036a,0,0,8,2203,10394,1,1,1,1,0x24faf421,-117.95737270000001
94022,2025-06-25 04:33:21.964142,70.955,8,1712.312586,70.955,1,0xcaf0036a,0,0,8,2203,10394,2,2,1,1,0x49fe3b26,34.1398054
94575,2025-06-25 04:33:22.013185,49.043000000000006,8,1712.361629,49.043,1,0xcaf0036a,0,0,8,2192,10383,3,25,1,0,0xb2c1e880,-117.95727574061317
95519,2025-06-25 04:33:22.103517,90.332,8,1712.451961,90.332,1,0xcaf0036a,0,0,8,3437,11628,0,1,0,1,0x24f8e919,-117.9707623
96015,2025-06-25 04:33:22.153177,49.660000000000004,8,1712.501621,49.66,1,0xcaf0036a,0,0,8,3437,11628,1,1,1,1,0x24f8e919,-117.9707623
96496,2025-06-25 04:33:22.203193,50.016,8,1712.551637,50.016,1,0xcaf0036a,0,0,8,3437,11628,2,2,0,1,0x49fe37cc,34.13971959999999
97024,2025-06-25 04:33:22.253190,49.997,8,1712.601634,49.997,1,0xcaf0036a,0,0,8,3437,11628,3,2,1,1,0x49fe37cc,34.13971959999999
97525,2025-06-25 04:33:22.303571,50.381,8,1712.652015,50.381,1,0xcaf0036a,0,0,8,3437,11628,0,25,0,0,0xb2c1c130,-117.97077261878954
98005,2025-06-25 04:33:22.353223,49.652,8,1712.701667,49.652,1,0xcaf0036a,0,0,8,3437,11628,1,25,1,0,0xb2c1c130,-117.97077261878954
