logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Last Stub at Offset,Rerouting Flag,Sub-path Index,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Turn angle,Number of Lanes in driving direction
112475,2025-01-31 01:51:10.815240,4.235,8,4.299393,4.235,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
113925,2025-01-31 01:51:10.858307,43.067,8,4.34246,43.067,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
114198,2025-01-31 01:51:10.865717,7.41,8,4.34987,7.41,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
115519,2025-01-31 01:51:10.905321,39.604,8,4.389474,39.604,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
115815,2025-01-31 01:51:10.915305,9.984,8,4.399459,9.985,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
116966,2025-01-31 01:51:10.952107,36.802,8,4.436261,36.802,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
117759,2025-01-31 01:51:10.975233,23.126,8,4.459386,23.125,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
118947,2025-01-31 01:51:11.008426,33.193,8,4.492579,33.193,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
119522,2025-01-31 01:51:11.025509,17.083000000000002,8,4.509663,17.084,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
120467,2025-01-31 01:51:11.055532,30.023,8,4.539685,30.022,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
121475,2025-01-31 01:51:11.085848,30.316,8,4.570001,30.316,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
122301,2025-01-31 01:51:11.112242,26.394000000000002,8,4.596395,26.394,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
123047,2025-01-31 01:51:11.135225,22.983,8,4.619379,22.984,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
123855,2025-01-31 01:51:11.158727,23.502,8,4.642881,23.502,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
125076,2025-01-31 01:51:11.195300,36.573,8,4.679454,36.573,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
125705,2025-01-31 01:51:11.215342,20.042,8,4.699495,20.041,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
126705,2025-01-31 01:51:11.246247,30.904999999999998,8,4.7304,30.905,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
127247,2025-01-31 01:51:11.262814,16.567,8,4.746968,16.568,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
