logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
197433,2025-01-31 01:51:13.406217,49.725,8,6.89037,49.725,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
199323,2025-01-31 01:51:13.465544,59.327,8,6.949698,59.328,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
200909,2025-01-31 01:51:13.514915,49.370999999999995,8,6.999069,49.371,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
202516,2025-01-31 01:51:13.564774,49.859,8,7.048928,49.859,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
204079,2025-01-31 01:51:13.614018,49.244,8,7.098171,49.243,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
206497,2025-01-31 01:51:13.685250,71.232,8,7.169403,71.232,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
208047,2025-01-31 01:51:13.733559,48.309,8,7.217712,48.309,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
210062,2025-01-31 01:51:13.793387,59.827999999999996,8,7.27754,59.828,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
211684,2025-01-31 01:51:13.843347,49.96,8,7.327501,49.961,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
213945,2025-01-31 01:51:13.912961,69.61399999999999,8,7.397114,69.613,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
215575,2025-01-31 01:51:13.962741,49.78,8,7.446895,49.781,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
218879,2025-01-31 01:51:14.062652,99.911,8,7.546806,99.911,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
220483,2025-01-31 01:51:14.112166,49.514,8,7.59632,49.514,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
222143,2025-01-31 01:51:14.161969,49.803,8,7.646123,49.803,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
223760,2025-01-31 01:51:14.212116,50.147,8,7.696269,50.146,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
225402,2025-01-31 01:51:14.261607,49.491,8,7.745761,49.492,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
227011,2025-01-31 01:51:14.311440,49.833000000000006,8,7.795593,49.832,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
228648,2025-01-31 01:51:14.361238,49.798,8,7.845391,49.798,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
230256,2025-01-31 01:51:14.411360,50.122,8,7.895513,50.122,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
231872,2025-01-31 01:51:14.461047,49.687000000000005,8,7.945201,49.688,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
233490,2025-01-31 01:51:14.510735,49.688,8,7.994888,49.687,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
235418,2025-01-31 01:51:14.570546,59.811,8,8.054699,59.811,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
237080,2025-01-31 01:51:14.620369,49.823,8,8.104523,49.824,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
238700,2025-01-31 01:51:14.670646,50.277,8,8.1548,50.277,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
240368,2025-01-31 01:51:14.720289,49.643,8,8.204443,49.643,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
242679,2025-01-31 01:51:14.790264,69.975,8,8.274417,69.974,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
244299,2025-01-31 01:51:14.840643,50.379,8,8.324797,50.38,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
245956,2025-01-31 01:51:14.890230,49.586999999999996,8,8.374384,49.587,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
247632,2025-01-31 01:51:14.943322,53.092,8,8.427476,53.092,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
249615,2025-01-31 01:51:15.000392,57.07,8,8.484545,57.069,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
251171,2025-01-31 01:51:15.050120,49.728,8,8.534273,49.728,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
253117,2025-01-31 01:51:15.110024,59.903999999999996,8,8.594177,59.904,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
254757,2025-01-31 01:51:15.159985,49.961,8,8.644139,49.962,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
256723,2025-01-31 01:51:15.219886,59.901,8,8.704039,59.9,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
258319,2025-01-31 01:51:15.269810,49.92400000000001,8,8.753963,49.924,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
260621,2025-01-31 01:51:15.339978,70.16799999999999,8,8.824131,70.168,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
